ensembl_gene_id	geneSymbol	description	band
ENSG00000177340	FLJ13224	uncharacterized LOC79857 [Source:NCBI gene (formerly Entrezgene);Acc:79857]	p11.21
ENSG00000177363	LRRN4CL	LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]	q12.3
ENSG00000177406	NINJ2-AS1	NINJ2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40405]	p13.33
ENSG00000177425	PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]	q21.2
ENSG00000177465	ACOT4	acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]	q24.3
ENSG00000177575	CD163	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]	p13.31
ENSG00000177596	AL355390.1	novel transcript	q22.1
ENSG00000177627	C12orf54	chromosome 12 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:28553]	q13.11
ENSG00000177675	CD163L1	CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]	p13.31
ENSG00000177875	CCDC184	coiled-coil domain containing 184 [Source:HGNC Symbol;Acc:HGNC:33749]	q13.11
ENSG00000177889	UBE2N	ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]	q22
ENSG00000177938	CAPZA3	capping actin protein of muscle Z-line subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:24205]	p12.3
ENSG00000177981	ASB8	ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]	q13.11
ENSG00000177990	DPY19L2	dpy-19 like 2 [Source:HGNC Symbol;Acc:HGNC:19414]	q14.2
ENSG00000178105	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	q22.3
ENSG00000178107	AL161668.1	novel transcript	q11.2
ENSG00000178202	POGLUT3	protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]	q22.3
ENSG00000178235	SLITRK1	SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297]	q31.1
ENSG00000178301	AQP11	aquaporin 11 [Source:HGNC Symbol;Acc:HGNC:19940]	q14.1
ENSG00000178401	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]	q13.12
ENSG00000178449	COX14	cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]	q13.12
ENSG00000178498	DTX3	deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]	q13.3
ENSG00000178695	KCTD12	potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]	q22.3
ENSG00000178734	LMO7DN	LMO7 downstream neighbor [Source:HGNC Symbol;Acc:HGNC:44370]	q22.2
ENSG00000178795	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24849]	q13.5
ENSG00000178878	APOLD1	apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]	p13.1
ENSG00000178882	RFLNA	refilin A [Source:HGNC Symbol;Acc:HGNC:27051]	q24.31
ENSG00000178974	FBXO34	F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]	q22.3
ENSG00000179008	C14orf39	chromosome 14 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:19849]	q23.1
ENSG00000179038	AP001885.1	tetratricopeptide repeat domain 3 (TTC3) pseudogene	q13.2
ENSG00000179071	CCDC89	coiled-coil domain containing 89 [Source:HGNC Symbol;Acc:HGNC:26762]	q14.1
ENSG00000179088	C12orf42	chromosome 12 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:24729]	q23.2
ENSG00000179104	TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]	q21.31
ENSG00000179141	MTUS2-AS1	MTUS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40924]	q12.3
ENSG00000179195	ZNF664	zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406]	q24.31
ENSG00000179240	GVQW3	GVQW motif containing 3 [Source:HGNC Symbol;Acc:HGNC:51239]	q13.5
ENSG00000179256	SMCO3	single-pass membrane protein with coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:34401]	p12.3
ENSG00000179292	TMEM151A	transmembrane protein 151A [Source:HGNC Symbol;Acc:HGNC:28497]	q13.2
ENSG00000179295	PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	q24.13
ENSG00000179331	RAB39A	RAB39A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16521]	q22.3
ENSG00000179399	GPC5	glypican 5 [Source:HGNC Symbol;Acc:HGNC:4453]	q31.3
ENSG00000179454	KLHL28	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]	q21.2
ENSG00000179476	C14orf28	chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834]	q21.2
ENSG00000179520	SLC17A8	solute carrier family 17 member 8 [Source:HGNC Symbol;Acc:HGNC:20151]	q23.1
ENSG00000179615	OR2AP1	olfactory receptor family 2 subfamily AP member 1 [Source:HGNC Symbol;Acc:HGNC:15335]	q13.2
ENSG00000179626	OR6C4	olfactory receptor family 6 subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:19632]	q13.2
ENSG00000179630	LACC1	laccase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26789]	q14.11
ENSG00000179636	TPPP2	tubulin polymerization promoting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19293]	q11.2
ENSG00000179695	OR6C2	olfactory receptor family 6 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:15436]	q13.2
ENSG00000179715	PCED1B	PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]	q13.11
ENSG00000179813	FAM216B	family with sequence similarity 216 member B [Source:HGNC Symbol;Acc:HGNC:26883]	q14.11
ENSG00000179841	AKAP5	A-kinase anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375]	q23.3
ENSG00000179912	R3HDM2	R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]	q13.3
ENSG00000179919	OR10A7	olfactory receptor family 10 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:15329]	q13.2
ENSG00000179933	C14orf119	chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:HGNC:20270]	q11.2
ENSG00000179941	BBS10	Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:HGNC:26291]	q21.2
ENSG00000180008	SOCS4	suppressor of cytokine signaling 4 [Source:HGNC Symbol;Acc:HGNC:19392]	q22.3
ENSG00000180116	C12orf40	chromosome 12 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:26846]	q12
ENSG00000180138	CSNK1A1L	casein kinase 1 alpha 1 like [Source:HGNC Symbol;Acc:HGNC:20289]	q13.3
ENSG00000180210	F2	coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]	p11.2
ENSG00000180219	FAM71C	family with sequence similarity 71 member C [Source:HGNC Symbol;Acc:HGNC:28594]	q23.1
ENSG00000180263	FGD6	FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]	q22
ENSG00000180318	ALX1	ALX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1494]	q21.31
ENSG00000180332	KCTD4	potassium channel tetramerization domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23227]	q14.12
ENSG00000180389	ATP5F1EP2	ATP synthase F1 subunit epsilon pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:34026]	q12.2
ENSG00000180423	HARBI1	harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522]	p11.2
ENSG00000180425	C11orf71	chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]	q23.2
ENSG00000180440	SERTM1	serine rich and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33792]	q13.3
ENSG00000180475	OR10Q1	olfactory receptor family 10 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:15134]	q12.1
ENSG00000180481	GLIPR1L2	GLIPR1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592]	q21.2
ENSG00000180574	EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863]	p13.2
ENSG00000180660	MAB21L1	mab-21 like 1 [Source:HGNC Symbol;Acc:HGNC:6757]	q13.3
ENSG00000180720	CHRM4	cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]	p11.2
ENSG00000180730	SHISA2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]	q12.13
ENSG00000180773	SLC36A4	solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]	q21
ENSG00000180776	ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20 [Source:HGNC Symbol;Acc:HGNC:20749]	q12.11
ENSG00000180806	HOXC9	homeobox C9 [Source:HGNC Symbol;Acc:HGNC:5130]	q13.13
ENSG00000180818	HOXC10	homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122]	q13.13
ENSG00000180861	LINC01559	long intergenic non-protein coding RNA 1559 [Source:HGNC Symbol;Acc:HGNC:26598]	p13.1
ENSG00000180881	CAPS2	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]	q21.2
ENSG00000180998	GPR137C	G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445]	q22.1
ENSG00000181234	TMEM132C	transmembrane protein 132C [Source:HGNC Symbol;Acc:HGNC:25436]	q24.32
ENSG00000181264	TLCD5	TLC domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28280]	q23.3
ENSG00000181273	OR5AK2	olfactory receptor family 5 subfamily AK member 2 [Source:HGNC Symbol;Acc:HGNC:15251]	q12.1
ENSG00000181333	HEPHL1	hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]	q21
ENSG00000181371	OR5M8	olfactory receptor family 5 subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:14846]	q12.1
ENSG00000181418	DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	q13.12
ENSG00000181499	OR6T1	olfactory receptor family 6 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14848]	q24.1
ENSG00000181518	OR8D4	olfactory receptor family 8 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:14840]	q24.1
ENSG00000181552	EDDM3B	epididymal protein 3B [Source:HGNC Symbol;Acc:HGNC:19223]	q11.2
ENSG00000181562	EDDM3A	epididymal protein 3A [Source:HGNC Symbol;Acc:HGNC:16978]	q11.2
ENSG00000181619	GPR135	G protein-coupled receptor 135 [Source:HGNC Symbol;Acc:HGNC:19991]	q23.1
ENSG00000181693	OR8H1	olfactory receptor family 8 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14824]	q12.1
ENSG00000181698	OR5T1	olfactory receptor family 5 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14821]	q12.1
ENSG00000181718	OR5T2	olfactory receptor family 5 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:15296]	q12.1
ENSG00000181752	OR8K5	olfactory receptor family 8 subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:15315]	q12.1
ENSG00000181761	OR8H3	olfactory receptor family 8 subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:15309]	q12.1
ENSG00000181767	OR8H2	olfactory receptor family 8 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:15308]	q12.1
ENSG00000181785	OR5AS1	olfactory receptor family 5 subfamily AS member 1 [Source:HGNC Symbol;Acc:HGNC:15261]	q12.1
ENSG00000181803	OR6S1	olfactory receptor family 6 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15363]	q11.2
ENSG00000181830	SLC35C1	solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]	p11.2
ENSG00000181852	RNF41	ring finger protein 41 [Source:HGNC Symbol;Acc:HGNC:18401]	q13.3
ENSG00000181903	OR4C6	olfactory receptor family 4 subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:14743]	q11
ENSG00000181908	LINC02724	long intergenic non-protein coding RNA 2724 [Source:HGNC Symbol;Acc:HGNC:54241]	q13.1
ENSG00000181924	COA4	cytochrome c oxidase assembly factor 4 homolog [Source:HGNC Symbol;Acc:HGNC:24604]	q13.4
ENSG00000181927	OR4P4	olfactory receptor family 4 subfamily P member 4 [Source:HGNC Symbol;Acc:HGNC:15180]	q11
ENSG00000181929	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385]	q13.12
ENSG00000181939	OR4C15	olfactory receptor family 4 subfamily C member 15 [Source:HGNC Symbol;Acc:HGNC:15171]	q11
ENSG00000181958	OR4A15	olfactory receptor family 4 subfamily A member 15 [Source:HGNC Symbol;Acc:HGNC:15152]	q11
ENSG00000181961	OR4A16	olfactory receptor family 4 subfamily A member 16 [Source:HGNC Symbol;Acc:HGNC:15153]	q11
ENSG00000181995	LINC00301	long intergenic non-protein coding RNA 301 [Source:HGNC Symbol;Acc:HGNC:28603]	q12.2
ENSG00000182050	MGAT4C	MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]	q21.32
ENSG00000182053	TRIM49B	tripartite motif containing 49B [Source:HGNC Symbol;Acc:HGNC:42955]	p11.12
ENSG00000182103	FAM181B	family with sequence similarity 181 member B [Source:HGNC Symbol;Acc:HGNC:28512]	q14.1
ENSG00000182107	TMEM30B	transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]	q23.1
ENSG00000182185	RAD51B	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	q24.1
ENSG00000182196	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]	q24.31
ENSG00000182199	SHMT2	serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]	q13.3
ENSG00000182218	HHIPL1	HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]	q32.2
ENSG00000182326	C1S	complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]	p13.31
ENSG00000182346	DAOA	D-amino acid oxidase activator [Source:HGNC Symbol;Acc:HGNC:21191]	q33.2
ENSG00000182359	KBTBD3	kelch repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22934]	q22.3
ENSG00000182379	NXPH4	neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]	q13.3
ENSG00000182400	TRAPPC6B	trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]	q21.1
ENSG00000182450	KCNK4	potassium two pore domain channel subfamily K member 4 [Source:HGNC Symbol;Acc:HGNC:6279]	q13.1
ENSG00000182512	GLRX5	glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]	q32.13
ENSG00000182521	TBPL2	TATA-box binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:19841]	q22.3
ENSG00000182544	MFSD5	major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]	q13.13
ENSG00000182545	RNASE10	ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275]	q11.2
ENSG00000182634	OR10G7	olfactory receptor family 10 subfamily G member 7 [Source:HGNC Symbol;Acc:HGNC:14842]	q24.2
ENSG00000182652	OR4Q3	olfactory receptor family 4 subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:15426]	q11.2
ENSG00000182667	NTM	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]	q25
ENSG00000182704	TSKU	tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]	q13.5
ENSG00000182732	RGS6	regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]	q24.2
ENSG00000182782	HCAR2	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]	q24.31
ENSG00000182791	CCDC87	coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579]	q13.2
ENSG00000182870	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]	q24.33
ENSG00000182919	C11orf54	chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30204]	q21
ENSG00000182934	SRPRA	SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]	q24.2
ENSG00000182957	SPATA13	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]	q12.12
ENSG00000182968	SOX1	SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189]	q34
ENSG00000182985	CADM1	cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]	q23.3
ENSG00000182993	C12orf60	chromosome 12 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:28726]	p12.3
ENSG00000183032	SLC25A21	solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411]	q13.3
ENSG00000183087	GAS6	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]	q34
ENSG00000183092	BEGAIN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]	q32.2
ENSG00000183098	GPC6	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]	q31.3
ENSG00000183134	PTGDR2	prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502]	q12.2
ENSG00000183150	GPR19	G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]	p13.1
ENSG00000183160	TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]	q23.3
ENSG00000183273	CCDC60	coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]	q24.23
ENSG00000183283	DAZAP2	DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]	q13.13
ENSG00000183340	JRKL	JRK like [Source:HGNC Symbol;Acc:HGNC:6200]	q21
ENSG00000183379	SYNDIG1L	synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388]	q24.3
ENSG00000183395	PMCH	pro-melanin concentrating hormone [Source:HGNC Symbol;Acc:HGNC:9109]	q23.2
ENSG00000183463	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785]	q12.2
ENSG00000183495	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]	q24.33
ENSG00000183542	KLRC4	killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]	p13.2
ENSG00000183560	IZUMO1R	IZUMO1 receptor, JUNO [Source:HGNC Symbol;Acc:HGNC:32565]	q21
ENSG00000183576	SETD3	SET domain containing 3, actin histidine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20493]	q32.2
ENSG00000183644	HOATZ	HOATZ cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:25061]	q23.1
ENSG00000183648	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]	q32.12
ENSG00000183715	OPCML	opioid binding protein/cell adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:8143]	q25
ENSG00000183722	LHFPL6	LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]	q14.11
ENSG00000183735	TBK1	TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]	q14.2
ENSG00000183908	LRRC55	leucine rich repeat containing 55 [Source:HGNC Symbol;Acc:HGNC:32324]	q12.1
ENSG00000183955	KMT5A	lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]	q24.31
ENSG00000184047	DIABLO	diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]	q24.31
ENSG00000184154	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:25033]	q13.4
ENSG00000184209	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]	q24.31
ENSG00000184224	C11orf72	chromosome 11 putative open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:26915]	q13.2
ENSG00000184226	PCDH9	protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]	q21.32
ENSG00000184227	ACOT1	acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128]	q24.3
ENSG00000184232	OAF	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]	q23.3
ENSG00000184271	POU6F1	POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]	q13.13
ENSG00000184276	DEFB108B	defensin beta 108B [Source:HGNC Symbol;Acc:HGNC:29966]	q13.4
ENSG00000184293	CLECL1	C-type lectin like 1 [Source:HGNC Symbol;Acc:HGNC:24462]	p13.31
ENSG00000184302	SIX6	SIX homeobox 6 [Source:HGNC Symbol;Acc:HGNC:10892]	q23.1
ENSG00000184304	PRKD1	protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]	q12
ENSG00000184344	GDF3	growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]	p13.31
ENSG00000184384	MAML2	mastermind like transcriptional coactivator 2 [Source:HGNC Symbol;Acc:HGNC:16259]	q21
ENSG00000184394	OR4N5	olfactory receptor family 4 subfamily N member 5 [Source:HGNC Symbol;Acc:HGNC:15358]	q11.2
ENSG00000184445	KNTC1	kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]	q24.31
ENSG00000184497	TMEM255B	transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]	q34
ENSG00000184564	SLITRK6	SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]	q31.1
ENSG00000184574	LPAR5	lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]	p13.31
ENSG00000184575	XPOT	exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]	q14.2
ENSG00000184613	NELL2	neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]	q12
ENSG00000184743	ATL3	atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]	q13.1
ENSG00000184752	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]	q22
ENSG00000184954	OR6C70	olfactory receptor family 6 subfamily C member 70 [Source:HGNC Symbol;Acc:HGNC:31299]	q13.2
ENSG00000184967	NOC4L	nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]	q24.33
ENSG00000184992	BRI3BP	BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]	q24.31
ENSG00000184999	SLC22A10	solute carrier family 22 member 10 [Source:HGNC Symbol;Acc:HGNC:18057]	q12.3
ENSG00000185046	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]	q23.1
ENSG00000185069	KRT76	keratin 76 [Source:HGNC Symbol;Acc:HGNC:24430]	q13.13
ENSG00000185070	FLRT2	fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]	q31.3
ENSG00000185085	INTS5	integrator complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29352]	q12.3
ENSG00000185163	DDX51	DEAD-box helicase 51 [Source:HGNC Symbol;Acc:HGNC:20082]	q24.33
ENSG00000185246	PRPF39	pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314]	q21.2
ENSG00000185271	KLHL33	kelch like family member 33 [Source:HGNC Symbol;Acc:HGNC:31952]	q11.2
ENSG00000185306	C12orf56	chromosome 12 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26967]	q14.2
ENSG00000185344	ATP6V0A2	ATPase H+ transporting V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]	q24.31
ENSG00000185352	HS6ST3	heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]	q32.1
ENSG00000185432	METTL7A	methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]	q13.12
ENSG00000185475	TMEM179B	transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]	q12.3
ENSG00000185479	KRT6B	keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]	q13.13
ENSG00000185480	PARPBP	PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]	q23.2
ENSG00000185482	STAC3	SH3 and cysteine rich domain 3 [Source:HGNC Symbol;Acc:HGNC:28423]	q13.3
ENSG00000185559	DLK1	delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907]	q32.2
ENSG00000185591	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]	q13.13
ENSG00000185610	DBX2	developing brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:33186]	q12
ENSG00000185633	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]	q13.3
ENSG00000185640	KRT79	keratin 79 [Source:HGNC Symbol;Acc:HGNC:28930]	q13.13
ENSG00000185650	ZFP36L1	ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]	q24.1
ENSG00000185652	NTF3	neurotrophin 3 [Source:HGNC Symbol;Acc:HGNC:8023]	p13.31
ENSG00000185664	PMEL	premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880]	q13.2
ENSG00000185670	ZBTB3	zinc finger and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22918]	q12.3
ENSG00000185684	EP400P1	EP400 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26602]	q24.33
ENSG00000185742	C11orf87	chromosome 11 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33788]	q22.3
ENSG00000185821	OR6C76	olfactory receptor family 6 subfamily C member 76 [Source:HGNC Symbol;Acc:HGNC:31305]	q13.2
ENSG00000185847	LINC01405	long intergenic non-protein coding RNA 1405 [Source:HGNC Symbol;Acc:HGNC:50688]	q24.11
ENSG00000185896	LAMP1	lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]	q34
ENSG00000185926	OR4C46	olfactory receptor family 4 subfamily C member 46 [Source:HGNC Symbol;Acc:HGNC:31271]	q11
ENSG00000185950	IRS2	insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]	q34
ENSG00000185958	FAM186A	family with sequence similarity 186 member A [Source:HGNC Symbol;Acc:HGNC:26980]	q13.12
ENSG00000185974	GRK1	G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]	q34
